preview_id,record_type,run_mode,entity_id,entity_file,from_status,to_status,application_status,can_apply,needs_llm,count,message,generated_by
apply_preview_summary,summary,dry_run,,,,,summary,False,False,107,可应用决策数：107；将更新实体数：0。,scripts/apply_human_review_decisions.py
apply_preview_skipped_blocked_by_llm,skipped_status,dry_run,,,,,blocked_by_llm,False,True,1,审计状态 `blocked_by_llm` 未被应用。,scripts/apply_human_review_decisions.py
apply_preview_skipped_manual_followup,skipped_status,dry_run,,,,,manual_followup,False,False,4,审计状态 `manual_followup` 未被应用。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00001,unchanged_entity,dry_run,anomaly_prefix_hijack,,,,ready_to_apply,True,False,1,anomaly_prefix_hijack 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00002,unchanged_entity,dry_run,anomaly_subprefix_hijack,,,,ready_to_apply,True,False,1,anomaly_subprefix_hijack 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00003,unchanged_entity,dry_run,anomaly_path_hijack,,,,ready_to_apply,True,False,1,anomaly_path_hijack 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00004,unchanged_entity,dry_run,anomaly_route_leak,,,,ready_to_apply,True,False,1,anomaly_route_leak 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00005,unchanged_entity,dry_run,anomaly_moas,,,,ready_to_apply,True,False,1,anomaly_moas 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00006,unchanged_entity,dry_run,anomaly_origin_change,,,,ready_to_apply,True,False,1,anomaly_origin_change 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00007,unchanged_entity,dry_run,anomaly_path_manipulation,,,,ready_to_apply,True,False,1,anomaly_path_manipulation 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00008,unchanged_entity,dry_run,anomaly_prefix_outage,,,,ready_to_apply,True,False,1,anomaly_prefix_outage 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00009,unchanged_entity,dry_run,concept_bgp,,,,ready_to_apply,True,False,1,concept_bgp 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00010,unchanged_entity,dry_run,concept_as,,,,ready_to_apply,True,False,1,concept_as 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00011,unchanged_entity,dry_run,concept_asn,,,,ready_to_apply,True,False,1,concept_asn 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00012,unchanged_entity,dry_run,concept_prefix,,,,ready_to_apply,True,False,1,concept_prefix 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00013,unchanged_entity,dry_run,concept_origin_as,,,,ready_to_apply,True,False,1,concept_origin_as 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00014,unchanged_entity,dry_run,concept_as_path,,,,ready_to_apply,True,False,1,concept_as_path 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00015,unchanged_entity,dry_run,concept_bgp_speaker,,,,ready_to_apply,True,False,1,concept_bgp_speaker 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00016,unchanged_entity,dry_run,concept_bgp_session,,,,ready_to_apply,True,False,1,concept_bgp_session 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00017,unchanged_entity,dry_run,concept_ebgp,,,,ready_to_apply,True,False,1,concept_ebgp 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00018,unchanged_entity,dry_run,concept_ibgp,,,,ready_to_apply,True,False,1,concept_ibgp 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00019,unchanged_entity,dry_run,concept_rib,,,,ready_to_apply,True,False,1,concept_rib 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00020,unchanged_entity,dry_run,concept_fib,,,,ready_to_apply,True,False,1,concept_fib 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00021,unchanged_entity,dry_run,concept_bgp_update,,,,ready_to_apply,True,False,1,concept_bgp_update 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00022,unchanged_entity,dry_run,concept_announcement,,,,ready_to_apply,True,False,1,concept_announcement 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00023,unchanged_entity,dry_run,concept_withdrawal,,,,ready_to_apply,True,False,1,concept_withdrawal 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00024,unchanged_entity,dry_run,concept_mrt,,,,ready_to_apply,True,False,1,concept_mrt 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00025,unchanged_entity,dry_run,concept_route_collector,,,,ready_to_apply,True,False,1,concept_route_collector 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00026,unchanged_entity,dry_run,concept_vantage_point,,,,ready_to_apply,True,False,1,concept_vantage_point 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00027,unchanged_entity,dry_run,concept_peer,,,,ready_to_apply,True,False,1,concept_peer 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00028,unchanged_entity,dry_run,concept_routeviews,,,,ready_to_apply,True,False,1,concept_routeviews 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00029,unchanged_entity,dry_run,concept_ripe_ris,,,,ready_to_apply,True,False,1,concept_ripe_ris 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00030,unchanged_entity,dry_run,concept_bgpstream,,,,ready_to_apply,True,False,1,concept_bgpstream 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00031,unchanged_entity,dry_run,concept_rpki,,,,ready_to_apply,True,False,1,concept_rpki 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00032,unchanged_entity,dry_run,concept_roa,,,,ready_to_apply,True,False,1,concept_roa 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00033,unchanged_entity,dry_run,concept_rov,,,,ready_to_apply,True,False,1,concept_rov 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00034,unchanged_entity,dry_run,concept_irr,,,,ready_to_apply,True,False,1,concept_irr 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00035,unchanged_entity,dry_run,concept_whois_rdap,,,,ready_to_apply,True,False,1,concept_whois_rdap 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00036,unchanged_entity,dry_run,concept_as_relationship,,,,ready_to_apply,True,False,1,concept_as_relationship 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00037,unchanged_entity,dry_run,concept_customer_cone,,,,ready_to_apply,True,False,1,concept_customer_cone 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00038,unchanged_entity,dry_run,concept_valley_free,,,,ready_to_apply,True,False,1,concept_valley_free 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00039,unchanged_entity,dry_run,concept_moas,,,,ready_to_apply,True,False,1,concept_moas 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00040,unchanged_entity,dry_run,case_vodafone_2021_route_leak,,,,ready_to_apply,True,False,1,case_vodafone_2021_route_leak 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00041,unchanged_entity,dry_run,field_prefix,,,,ready_to_apply,True,False,1,field_prefix 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00042,unchanged_entity,dry_run,field_as_path,,,,ready_to_apply,True,False,1,field_as_path 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00043,unchanged_entity,dry_run,field_origin_as,,,,ready_to_apply,True,False,1,field_origin_as 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00044,unchanged_entity,dry_run,field_peer_asn,,,,ready_to_apply,True,False,1,field_peer_asn 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00045,unchanged_entity,dry_run,field_collector,,,,ready_to_apply,True,False,1,field_collector 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00046,unchanged_entity,dry_run,field_timestamp,,,,ready_to_apply,True,False,1,field_timestamp 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00047,unchanged_entity,dry_run,field_update_type,,,,ready_to_apply,True,False,1,field_update_type 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00048,unchanged_entity,dry_run,field_roa_status,,,,ready_to_apply,True,False,1,field_roa_status 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00049,unchanged_entity,dry_run,field_as_relationship_sequence,,,,ready_to_apply,True,False,1,field_as_relationship_sequence 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00050,unchanged_entity,dry_run,field_nlri,,,,ready_to_apply,True,False,1,field_nlri 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00051,unchanged_entity,dry_run,field_withdrawn_routes,,,,ready_to_apply,True,False,1,field_withdrawn_routes 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00052,unchanged_entity,dry_run,field_path_attributes,,,,ready_to_apply,True,False,1,field_path_attributes 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00053,unchanged_entity,dry_run,field_origin_attribute,,,,ready_to_apply,True,False,1,field_origin_attribute 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00054,unchanged_entity,dry_run,field_next_hop,,,,ready_to_apply,True,False,1,field_next_hop 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00055,unchanged_entity,dry_run,field_local_pref,,,,ready_to_apply,True,False,1,field_local_pref 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00056,unchanged_entity,dry_run,field_med,,,,ready_to_apply,True,False,1,field_med 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00057,unchanged_entity,dry_run,field_atomic_aggregate,,,,ready_to_apply,True,False,1,field_atomic_aggregate 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00058,unchanged_entity,dry_run,field_aggregator,,,,ready_to_apply,True,False,1,field_aggregator 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00059,unchanged_entity,dry_run,field_bgp_identifier,,,,ready_to_apply,True,False,1,field_bgp_identifier 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00060,unchanged_entity,dry_run,field_hold_time,,,,ready_to_apply,True,False,1,field_hold_time 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00061,unchanged_entity,dry_run,field_bgp_role,,,,ready_to_apply,True,False,1,field_bgp_role 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00062,unchanged_entity,dry_run,field_otc_attribute,,,,ready_to_apply,True,False,1,field_otc_attribute 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00063,unchanged_entity,dry_run,field_vrp_prefix,,,,ready_to_apply,True,False,1,field_vrp_prefix 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00064,unchanged_entity,dry_run,field_vrp_max_length,,,,ready_to_apply,True,False,1,field_vrp_max_length 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00065,unchanged_entity,dry_run,field_vrp_asn,,,,ready_to_apply,True,False,1,field_vrp_asn 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00066,unchanged_entity,dry_run,field_rpki_rtr_pdu,,,,ready_to_apply,True,False,1,field_rpki_rtr_pdu 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00067,unchanged_entity,dry_run,field_asrank_rank,,,,ready_to_apply,True,False,1,field_asrank_rank 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00068,unchanged_entity,dry_run,field_customer_cone_asns,,,,ready_to_apply,True,False,1,field_customer_cone_asns 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00069,unchanged_entity,dry_run,field_asrank_relationship,,,,ready_to_apply,True,False,1,field_asrank_relationship 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00070,unchanged_entity,dry_run,field_ris_rrc,,,,ready_to_apply,True,False,1,field_ris_rrc 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00071,unchanged_entity,dry_run,field_mrt_file_type,,,,ready_to_apply,True,False,1,field_mrt_file_type 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00072,unchanged_entity,dry_run,field_routeviews_endpoint,,,,ready_to_apply,True,False,1,field_routeviews_endpoint 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00073,unchanged_entity,dry_run,datasource_routeviews,,,,ready_to_apply,True,False,1,datasource_routeviews 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00074,unchanged_entity,dry_run,datasource_ripe_ris,,,,ready_to_apply,True,False,1,datasource_ripe_ris 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00075,unchanged_entity,dry_run,datasource_bgpstream,,,,ready_to_apply,True,False,1,datasource_bgpstream 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00076,unchanged_entity,dry_run,datasource_caida_as_relationships,,,,ready_to_apply,True,False,1,datasource_caida_as_relationships 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00077,unchanged_entity,dry_run,datasource_rpki_roa,,,,ready_to_apply,True,False,1,datasource_rpki_roa 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00078,unchanged_entity,dry_run,datasource_caida_asrank,,,,ready_to_apply,True,False,1,datasource_caida_asrank 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00079,unchanged_entity,dry_run,datasource_ripestat,,,,ready_to_apply,True,False,1,datasource_ripestat 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00080,unchanged_entity,dry_run,datasource_peeringdb,,,,ready_to_apply,True,False,1,datasource_peeringdb 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00081,unchanged_entity,dry_run,datasource_aspa,,,,ready_to_apply,True,False,1,datasource_aspa 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00082,unchanged_entity,dry_run,evidence_prefix_hijack,,,,ready_to_apply,True,False,1,evidence_prefix_hijack 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00083,unchanged_entity,dry_run,evidence_subprefix_hijack,,,,ready_to_apply,True,False,1,evidence_subprefix_hijack 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00084,unchanged_entity,dry_run,evidence_path_hijack,,,,ready_to_apply,True,False,1,evidence_path_hijack 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00085,unchanged_entity,dry_run,evidence_route_leak,,,,ready_to_apply,True,False,1,evidence_route_leak 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00086,unchanged_entity,dry_run,evidence_moas,,,,ready_to_apply,True,False,1,evidence_moas 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00087,unchanged_entity,dry_run,evidence_origin_change,,,,ready_to_apply,True,False,1,evidence_origin_change 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00088,unchanged_entity,dry_run,evidence_path_manipulation,,,,ready_to_apply,True,False,1,evidence_path_manipulation 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00089,unchanged_entity,dry_run,evidence_prefix_outage,,,,ready_to_apply,True,False,1,evidence_prefix_outage 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00090,unchanged_entity,dry_run,fp_single_collector_bias,,,,ready_to_apply,True,False,1,fp_single_collector_bias 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00091,unchanged_entity,dry_run,fp_legitimate_moas,,,,ready_to_apply,True,False,1,fp_legitimate_moas 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00092,unchanged_entity,dry_run,fp_as_relationship_error,,,,ready_to_apply,True,False,1,fp_as_relationship_error 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00093,unchanged_entity,dry_run,fp_short_route_flap,,,,ready_to_apply,True,False,1,fp_short_route_flap 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00094,unchanged_entity,dry_run,paper_method_bear,,,,ready_to_apply,True,False,1,paper_method_bear 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00095,unchanged_entity,dry_run,paper_method_beam,,,,ready_to_apply,True,False,1,paper_method_beam 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00096,unchanged_entity,dry_run,mechanism_path_vector,,,,ready_to_apply,True,False,1,mechanism_path_vector 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00097,unchanged_entity,dry_run,mechanism_as_path_prepending,,,,ready_to_apply,True,False,1,mechanism_as_path_prepending 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00098,unchanged_entity,dry_run,mechanism_valley_free,,,,ready_to_apply,True,False,1,mechanism_valley_free 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00099,unchanged_entity,dry_run,mechanism_route_origin_validation,,,,ready_to_apply,True,False,1,mechanism_route_origin_validation 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00100,unchanged_entity,dry_run,mechanism_before_after_path_comparison,,,,ready_to_apply,True,False,1,mechanism_before_after_path_comparison 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00101,unchanged_entity,dry_run,mechanism_bgp_decision_process,,,,ready_to_apply,True,False,1,mechanism_bgp_decision_process 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00102,unchanged_entity,dry_run,mechanism_rib_model,,,,ready_to_apply,True,False,1,mechanism_rib_model 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00103,unchanged_entity,dry_run,mechanism_update_withdrawal,,,,ready_to_apply,True,False,1,mechanism_update_withdrawal 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00104,unchanged_entity,dry_run,mechanism_route_leak_roles_otc,,,,ready_to_apply,True,False,1,mechanism_route_leak_roles_otc 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00105,unchanged_entity,dry_run,mechanism_rpki_to_router_delivery,,,,ready_to_apply,True,False,1,mechanism_rpki_to_router_delivery 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00106,unchanged_entity,dry_run,mechanism_aspa_path_verification,,,,ready_to_apply,True,False,1,mechanism_aspa_path_verification 已是目标状态。,scripts/apply_human_review_decisions.py
apply_preview_unchanged_00107,unchanged_entity,dry_run,mechanism_bgpsec_path_validation,,,,ready_to_apply,True,False,1,mechanism_bgpsec_path_validation 已是目标状态。,scripts/apply_human_review_decisions.py
