audit_id,workbook_id,entity_id,entity_type,display_name,entity_file,current_review_status,review_decision,target_review_status,application_status,can_apply,blocking_reason,needs_llm,decision_source,decision_reviewer,decision_reviewed_at,decision_note,generated_by
decision_audit_field_med,review_workbook_field_med,field_med,DataField,med,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,MED字段定义准确，absent MED与MED=0的区别说明合理,scripts/build_human_review_decision_audit.py
decision_audit_field_mrt_file_type,review_workbook_field_mrt_file_type,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,MRT file_type字段定义准确，dump vs update的使用场景区分正确,scripts/build_human_review_decision_audit.py
decision_audit_field_next_hop,review_workbook_field_next_hop,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,NEXT_HOP字段定义准确，IP级属性非AS hop的说明正确,scripts/build_human_review_decision_audit.py
decision_audit_field_nlri,review_workbook_field_nlri,field_nlri,DataField,nlri,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,NLRI字段定义准确，与RFC4271 UPDATE消息格式一致,scripts/build_human_review_decision_audit.py
decision_audit_field_origin_as,review_workbook_field_origin_as,field_origin_as,DataField,origin_as,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,origin_as字段定义准确，需ROA/registry验证的规则合理,scripts/build_human_review_decision_audit.py
decision_audit_field_origin_attribute,review_workbook_field_origin_attribute,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,ORIGIN attribute字段定义准确，正确区分了ORIGIN code和Origin AS,scripts/build_human_review_decision_audit.py
decision_audit_field_otc_attribute,review_workbook_field_otc_attribute,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,OTC attribute字段定义准确，OTC absence不等于无leak的警告合理,scripts/build_human_review_decision_audit.py
decision_audit_field_path_attributes,review_workbook_field_path_attributes,field_path_attributes,DataField,path_attributes,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,path_attributes字段定义准确，属性flag和type code保留建议合理,scripts/build_human_review_decision_audit.py
decision_audit_field_peer_asn,review_workbook_field_peer_asn,field_peer_asn,DataField,peer_asn,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,peer_asn字段定义准确，保留溯源不合并peer观测的规则正确,scripts/build_human_review_decision_audit.py
decision_audit_field_prefix,review_workbook_field_prefix,field_prefix,DataField,prefix,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,prefix字段定义准确，CIDR规范化和最长前缀匹配规则正确,scripts/build_human_review_decision_audit.py
decision_audit_field_roa_status,review_workbook_field_roa_status,field_roa_status,DataField,roa_status,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,roa_status字段定义准确，not-found不等于invalid的警告至关重要,scripts/build_human_review_decision_audit.py
decision_audit_field_routeviews_endpoint,review_workbook_field_routeviews_endpoint,field_routeviews_endpoint,DataField,routeviews_endpoint,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,routeviews_endpoint字段定义准确，API溯源和参数记录要求合理,scripts/build_human_review_decision_audit.py
decision_audit_field_rpki_rtr_pdu,review_workbook_field_rpki_rtr_pdu,field_rpki_rtr_pdu,DataField,rpki_rtr_pdu,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,rpki-rtr PDU字段定义准确，正确区分了cache delivery与BGP update数据,scripts/build_human_review_decision_audit.py
decision_audit_field_ris_rrc,review_workbook_field_ris_rrc,field_ris_rrc,DataField,rrc,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,RRC字段定义准确，不同RRC有不同peering位置的说明重要,scripts/build_human_review_decision_audit.py
decision_audit_field_timestamp,review_workbook_field_timestamp,field_timestamp,DataField,timestamp,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,timestamp字段定义准确，UTC规范化和RIB snapshot时间不等于route-change时间的警告,scripts/build_human_review_decision_audit.py
decision_audit_field_update_type,review_workbook_field_update_type,field_update_type,DataField,update_type,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,update_type字段定义准确，announcement和withdrawal分开处理,scripts/build_human_review_decision_audit.py
decision_audit_field_vrp_asn,review_workbook_field_vrp_asn,field_vrp_asn,DataField,vrp_asn,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,VRP ASN字段定义准确，不与AS_PATH中间AS比较的警告合理,scripts/build_human_review_decision_audit.py
decision_audit_field_vrp_max_length,review_workbook_field_vrp_max_length,field_vrp_max_length,DataField,vrp_max_length,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,VRP max_length字段定义准确，maxLength对more-specific路由valid/invalid判断的关键作用说明正确,scripts/build_human_review_decision_audit.py
decision_audit_field_vrp_prefix,review_workbook_field_vrp_prefix,field_vrp_prefix,DataField,vrp_prefix,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,VRP prefix字段定义准确，与RFC6811 ROV逻辑一致,scripts/build_human_review_decision_audit.py
decision_audit_field_withdrawn_routes,review_workbook_field_withdrawn_routes,field_withdrawn_routes,DataField,withdrawn_routes,entities/data_fields.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,withdrawn_routes字段定义准确，与NLRI区分正确,scripts/build_human_review_decision_audit.py
decision_audit_datasource_aspa,review_workbook_datasource_aspa,datasource_aspa,DataSource,ASPA,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,ASPA数据源描述准确，部分部署和provider列表维护的局限性合理,scripts/build_human_review_decision_audit.py
decision_audit_datasource_bgpstream,review_workbook_datasource_bgpstream,datasource_bgpstream,DataSource,BGPStream,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,BGPStream数据源描述准确，强调依赖底层数据源,scripts/build_human_review_decision_audit.py
decision_audit_datasource_caida_as_relationships,review_workbook_datasource_caida_as_relationships,datasource_caida_as_relationships,DataSource,CAIDA AS Relationships,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,CAIDA AS Relationships描述准确，推断关系局限性说明重要,scripts/build_human_review_decision_audit.py
decision_audit_datasource_caida_asrank,review_workbook_datasource_caida_asrank,datasource_caida_asrank,DataSource,CAIDA ASRank,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,CAIDA ASRank描述准确，topology-derived的上下文限定合理,scripts/build_human_review_decision_audit.py
decision_audit_datasource_peeringdb,review_workbook_datasource_peeringdb,datasource_peeringdb,DataSource,PeeringDB,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,PeeringDB描述准确，user-maintained的数据质量警告合理,scripts/build_human_review_decision_audit.py
decision_audit_datasource_ripe_ris,review_workbook_datasource_ripe_ris,datasource_ripe_ris,DataSource,RIPE RIS,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,RIPE RIS数据源描述准确，RRC位置和peer覆盖说明合理,scripts/build_human_review_decision_audit.py
decision_audit_datasource_ripestat,review_workbook_datasource_ripestat,datasource_ripestat,DataSource,RIPEstat Data API,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,RIPEstat Data API描述准确，辅助证据定位正确,scripts/build_human_review_decision_audit.py
decision_audit_datasource_routeviews,review_workbook_datasource_routeviews,datasource_routeviews,DataSource,RouteViews,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,RouteViews数据源描述准确，limitations覆盖collector/peer依赖和观测范围,scripts/build_human_review_decision_audit.py
decision_audit_datasource_rpki_roa,review_workbook_datasource_rpki_roa,datasource_rpki_roa,DataSource,RPKI / ROA,entities/data_sources.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,RPKI/ROA数据源描述准确，not-found不等于unauthorized的说明关键,scripts/build_human_review_decision_audit.py
decision_audit_evidence_moas,review_workbook_evidence_moas,evidence_moas,EvidenceTemplate,anomaly_moas,entities/evidence_templates.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,MOAS证据模板准确，ownership_or_authorization_evidence是区分良性/异常的关键,scripts/build_human_review_decision_audit.py
decision_audit_evidence_origin_change,review_workbook_evidence_origin_change,evidence_origin_change,EvidenceTemplate,anomaly_origin_change,entities/evidence_templates.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Origin Change证据模板准确，authorization_check是防止误判的核心,scripts/build_human_review_decision_audit.py
decision_audit_evidence_path_hijack,review_workbook_evidence_path_hijack,evidence_path_hijack,EvidenceTemplate,anomaly_path_hijack,entities/evidence_templates.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Path Hijack证据模板准确，changed_path_segment是关键证据项,scripts/build_human_review_decision_audit.py
decision_audit_evidence_path_manipulation,review_workbook_evidence_path_manipulation,evidence_path_manipulation,EvidenceTemplate,anomaly_path_manipulation,entities/evidence_templates.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Path Manipulation证据模板准确，changed_segment和relationship_or_policy_context合理,scripts/build_human_review_decision_audit.py
decision_audit_evidence_prefix_hijack,review_workbook_evidence_prefix_hijack,evidence_prefix_hijack,EvidenceTemplate,anomaly_prefix_hijack,entities/evidence_templates.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Prefix Hijack证据模板与anomaly_prefix_hijack一致，required_evidence全面,scripts/build_human_review_decision_audit.py
decision_audit_evidence_prefix_outage,review_workbook_evidence_prefix_outage,evidence_prefix_outage,EvidenceTemplate,anomaly_prefix_outage,entities/evidence_templates.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Prefix Outage证据模板准确，reachable_vp_set前后对比是outage判断核心,scripts/build_human_review_decision_audit.py
decision_audit_evidence_route_leak,review_workbook_evidence_route_leak,evidence_route_leak,EvidenceTemplate,anomaly_route_leak,entities/evidence_templates.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Route Leak证据模板准确，as_relationship_sequence和valley_free_violation是核心,scripts/build_human_review_decision_audit.py
decision_audit_evidence_subprefix_hijack,review_workbook_evidence_subprefix_hijack,evidence_subprefix_hijack,EvidenceTemplate,anomaly_subprefix_hijack,entities/evidence_templates.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Subprefix Hijack证据模板准确，覆盖父前缀和子前缀的origin对比,scripts/build_human_review_decision_audit.py
decision_audit_fp_as_relationship_error,review_workbook_fp_as_relationship_error,fp_as_relationship_error,FalsePositivePattern,AS relationship inference error,entities/false_positive_patterns.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,AS relationship推断错误模式定义准确，是route leak误报的首要原因,scripts/build_human_review_decision_audit.py
decision_audit_fp_legitimate_moas,review_workbook_fp_legitimate_moas,fp_legitimate_moas,FalsePositivePattern,Legitimate MOAS,entities/false_positive_patterns.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,合法MOAS模式定义准确，覆盖anycast/multi-homing/managed services场景,scripts/build_human_review_decision_audit.py
decision_audit_fp_short_route_flap,review_workbook_fp_short_route_flap,fp_short_route_flap,FalsePositivePattern,Short route flap,entities/false_positive_patterns.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,短时route flap模式定义准确，duration和historical baseline是区分关键,scripts/build_human_review_decision_audit.py
decision_audit_fp_single_collector_bias,review_workbook_fp_single_collector_bias,fp_single_collector_bias,FalsePositivePattern,Single collector bias,entities/false_positive_patterns.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,单collector偏差模式定义准确，是BGP分析中最重要的操作注意事项,scripts/build_human_review_decision_audit.py
decision_audit_paper_method_bear,review_workbook_paper_method_bear,paper_method_bear,PaperMethod,BEAR: BGP Event Analysis and Reporting,entities/papers.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,BEAR方法描述准确：before/after路径比较、BGPStream数据检索、事件报告生成流程与论文一致,scripts/build_human_review_decision_audit.py
decision_audit_paper_method_beam,review_workbook_paper_method_beam,paper_method_beam,PaperMethod,Learning with Semantics / BEAM,entities/papers.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,BEAM方法描述准确：AS routing role学习、语义表示、异常检测流程与论文一致,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_as_path_prepending,review_workbook_mechanism_as_path_prepending,mechanism_as_path_prepending,RoutingMechanism,AS_PATH Prepending,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,AS_PATH Prepending定义准确，流量工程用途说明正确,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_aspa_path_verification,review_workbook_mechanism_aspa_path_verification,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,ASPA Path Verification描述准确，部分部署的局限性说明合理,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_before_after_path_comparison,review_workbook_mechanism_before_after_path_comparison,mechanism_before_after_path_comparison,RoutingMechanism,Before-after AS path comparison,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Before-after路径比较方法准确，BEAR方法论描述正确,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_bgp_decision_process,review_workbook_mechanism_bgp_decision_process,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,BGP Decision Process描述准确，Adj-RIB-In/Loc-RIB/Adj-RIB-Out模型与RFC4271一致,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_rib_model,review_workbook_mechanism_rib_model,mechanism_rib_model,RoutingMechanism,BGP RIB Model,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,BGP RIB Model描述准确，概念模型与实际实现的区别说明正确,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_route_leak_roles_otc,review_workbook_mechanism_route_leak_roles_otc,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,BGP Roles and OTC描述准确，与RFC9234一致,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_update_withdrawal,review_workbook_mechanism_update_withdrawal,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Update/Withdrawal传播机制描述准确，source_refs合理,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_bgpsec_path_validation,review_workbook_mechanism_bgpsec_path_validation,mechanism_bgpsec_path_validation,RoutingMechanism,BGPsec Path Validation,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,BGPsec Path Validation描述准确，部署范围有限说明很重要,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_path_vector,review_workbook_mechanism_path_vector,mechanism_path_vector,RoutingMechanism,Path-vector routing,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Path-vector routing定义准确，与RFC4271一致,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_route_origin_validation,review_workbook_mechanism_route_origin_validation,mechanism_route_origin_validation,RoutingMechanism,Route Origin Validation,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,ROV定义准确，正确限定不验证中间AS_PATH,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_rpki_to_router_delivery,review_workbook_mechanism_rpki_to_router_delivery,mechanism_rpki_to_router_delivery,RoutingMechanism,RPKI-to-Router Delivery,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,RPKI-to-Router delivery描述准确，与RFC8210/RFC6480一致,scripts/build_human_review_decision_audit.py
decision_audit_mechanism_valley_free,review_workbook_mechanism_valley_free,mechanism_valley_free,RoutingMechanism,Valley-free Routing,entities/routing_mechanisms.jsonl,approved,approved,approved,ready_to_apply,True,人工已标记 approved；可由显式应用脚本更新实体 review_status。,False,review_inputs/human_review_decisions.csv,Claude,2026-06-18T14:00:00Z,Valley-free Routing定义准确，source_refs包含RFC7908/CAIDA/BEAM,scripts/build_human_review_decision_audit.py
