session_item_id,session_id,session_order,within_session_order,global_review_order,entity_id,entity_type,display_name,review_batch,review_bucket,review_status,review_decision,application_status,queue_status,source_refs,cleaned_paths,parsed_paths,top_extract_ids,top_chunk_ids,top_match_scores,decision_input_path,next_step,needs_llm,generated_by
review_session_item_0001,review_session_001,1,1,1,field_aggregator,DataField,aggregator,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_aggregator_01|extract_field_aggregator_02|extract_field_aggregator_03,rfc4271_s026_4_002|rfc4271_s076_10_003|rfc4271_s021_2_002,12|12|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0002,review_session_001,1,2,2,datasource_aspa,DataSource,ASPA,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,arin_aspa_doc|ripe_aspa_doc|rfc6480,cleaned/data_docs/arin_aspa_doc.md|cleaned/data_docs/ripe_aspa_doc.md|cleaned/standards/rfc6480.md,parsed/data_docs/arin_aspa_doc.json|parsed/data_docs/ripe_aspa_doc.json|parsed/standards/rfc6480.json,extract_datasource_aspa_01|extract_datasource_aspa_02|extract_datasource_aspa_03,arin_aspa_doc_s001_full_002|arin_aspa_doc_s001_full_001|arin_aspa_doc_s001_full_004,13|9|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0003,review_session_001,1,3,3,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,arin_aspa_doc|ripe_aspa_doc,cleaned/data_docs/arin_aspa_doc.md|cleaned/data_docs/ripe_aspa_doc.md,parsed/data_docs/arin_aspa_doc.json|parsed/data_docs/ripe_aspa_doc.json,extract_mechanism_aspa_path_verification_01|extract_mechanism_aspa_path_verification_02|extract_mechanism_aspa_path_verification_03,ripe_aspa_doc_s001_full_007|ripe_aspa_doc_s001_full_008|ripe_aspa_doc_s001_full_009,14|11|11,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0004,review_session_001,1,4,4,field_asrank_rank,DataField,asrank_rank,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,caida_asrank_api,cleaned/data_docs/caida_asrank_api.md,parsed/data_docs/caida_asrank_api.json,extract_field_asrank_rank_01|extract_field_asrank_rank_02|extract_field_asrank_rank_03,caida_asrank_api_s001_full_001|caida_asrank_api_s001_full_002|caida_asrank_api_s001_full_005,12|6|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0005,review_session_001,1,5,5,field_asrank_relationship,DataField,asrank_relationship,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,caida_asrank_api|caida_as_relationships,cleaned/data_docs/caida_as_relationships.md|cleaned/data_docs/caida_asrank_api.md,parsed/data_docs/caida_as_relationships.json|parsed/data_docs/caida_asrank_api.json,extract_field_asrank_relationship_01|extract_field_asrank_relationship_02|extract_field_asrank_relationship_03,caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_005,9|8|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0006,review_session_001,1,6,6,field_atomic_aggregate,DataField,atomic_aggregate,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_atomic_aggregate_01|extract_field_atomic_aggregate_02|extract_field_atomic_aggregate_03,rfc4271_s073_9_2_2_2_003|rfc4271_s026_4_002|rfc4271_s033_5_1_6_001,9|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0007,review_session_001,1,7,7,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_mechanism_bgp_decision_process_01|extract_mechanism_bgp_decision_process_02|extract_mechanism_bgp_decision_process_03,rfc4271_s060_9_1_001|rfc4271_s011_3_2_001|rfc4271_s062_9_1_2_001,13|11|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0008,review_session_001,1,8,8,mechanism_rib_model,RoutingMechanism,BGP RIB Model,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|ripe_ris_raw_data|routeviews_archive_index,cleaned/data_docs/ripe_ris_raw_data.md|cleaned/data_docs/routeviews_archive_index.md|cleaned/standards/rfc4271.md,parsed/data_docs/ripe_ris_raw_data.json|parsed/data_docs/routeviews_archive_index.json|parsed/standards/rfc4271.json,extract_mechanism_rib_model_01|extract_mechanism_rib_model_02|extract_mechanism_rib_model_03,rfc4271_s011_3_2_001|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002,14|10|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0009,review_session_001,1,9,9,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc9234,cleaned/standards/rfc9234.md,parsed/standards/rfc9234.json,extract_mechanism_route_leak_roles_otc_01|extract_mechanism_route_leak_roles_otc_02|extract_mechanism_route_leak_roles_otc_03,rfc9234_s014_2_001|rfc9234_s018_8_001|rfc9234_s009_5_001,16|16|15,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0010,review_session_001,1,10,10,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|ripe_ris_raw_data|bgpstream_docs,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_raw_data.md|cleaned/standards/rfc4271.md,parsed/data_docs/bgpstream_docs.json|parsed/data_docs/ripe_ris_raw_data.json|parsed/standards/rfc4271.json,extract_mechanism_update_withdrawal_01|extract_mechanism_update_withdrawal_02|extract_mechanism_update_withdrawal_03,rfc4271_s010_3_1_001|rfc4271_s059_9_001|rfc4271_s069_9_2_1_1_001,12|11|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0011,review_session_002,2,1,11,field_bgp_identifier,DataField,bgp_identifier,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_bgp_identifier_01|extract_field_bgp_identifier_02|extract_field_bgp_identifier_03,rfc4271_s021_2_002|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002,8|6|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0012,review_session_002,2,2,12,field_bgp_role,DataField,bgp_role,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc9234,cleaned/standards/rfc9234.md,parsed/standards/rfc9234.json,extract_field_bgp_role_01|extract_field_bgp_role_02|extract_field_bgp_role_03,rfc9234_s006_4_001|rfc9234_s002_1_001|rfc9234_s007_4_1_001,14|11|11,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0013,review_session_002,2,3,13,mechanism_bgpsec_path_validation,RoutingMechanism,BGPsec Path Validation,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc8205|rfc6480,cleaned/standards/rfc6480.md|cleaned/standards/rfc8205.md,parsed/standards/rfc6480.json|parsed/standards/rfc8205.json,extract_mechanism_bgpsec_path_validation_01|extract_mechanism_bgpsec_path_validation_02|extract_mechanism_bgpsec_path_validation_03,rfc6480_s002_1_003|rfc6480_s007_2_3_001|rfc6480_s008_2_4_001,7|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0014,review_session_002,2,4,14,datasource_caida_asrank,DataSource,CAIDA ASRank,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,caida_asrank_api|caida_as_relationships,cleaned/data_docs/caida_as_relationships.md|cleaned/data_docs/caida_asrank_api.md,parsed/data_docs/caida_as_relationships.json|parsed/data_docs/caida_asrank_api.json,extract_datasource_caida_asrank_01|extract_datasource_caida_asrank_02|extract_datasource_caida_asrank_03,caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_008,12|11|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0015,review_session_002,2,5,15,field_customer_cone_asns,DataField,customer_cone_asns,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,caida_asrank_api|caida_as_relationships,cleaned/data_docs/caida_as_relationships.md|cleaned/data_docs/caida_asrank_api.md,parsed/data_docs/caida_as_relationships.json|parsed/data_docs/caida_asrank_api.json,extract_field_customer_cone_asns_01|extract_field_customer_cone_asns_02|extract_field_customer_cone_asns_03,caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_011,9|9|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0016,review_session_002,2,6,16,field_hold_time,DataField,hold_time,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_hold_time_01|extract_field_hold_time_02|extract_field_hold_time_03,rfc4271_s024_6_001|rfc4271_s081_6_009|rfc4271_s040_6_5_001,6|6|5,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0017,review_session_002,2,7,17,field_local_pref,DataField,local_pref,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_local_pref_01|extract_field_local_pref_02|extract_field_local_pref_03,rfc4271_s021_2_001|rfc4271_s026_4_002|rfc4271_s032_5_1_5_001,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0018,review_session_002,2,8,18,field_med,DataField,med,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_med_01|extract_field_med_02|extract_field_med_03,rfc4271_s038_6_3_003|rfc4271_s006_1_1_002|rfc4271_s076_10_003,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0019,review_session_002,2,9,19,field_mrt_file_type,DataField,mrt_file_type,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,ripe_ris_raw_data|routeviews_archive_index,cleaned/data_docs/ripe_ris_raw_data.md|cleaned/data_docs/routeviews_archive_index.md,parsed/data_docs/ripe_ris_raw_data.json|parsed/data_docs/routeviews_archive_index.json,extract_field_mrt_file_type_01|extract_field_mrt_file_type_02|extract_field_mrt_file_type_03,ripe_ris_raw_data_s001_full_001|routeviews_archive_index_s001_full_001|routeviews_archive_index_s001_full_004,11|9|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0020,review_session_002,2,10,20,field_next_hop,DataField,next_hop,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_next_hop_01|extract_field_next_hop_02|extract_field_next_hop_03,rfc4271_s026_4_002|rfc4271_s038_6_3_002|rfc4271_s021_2_001,12|11|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0021,review_session_003,3,1,21,field_nlri,DataField,nlri,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_nlri_01|extract_field_nlri_02|extract_field_nlri_03,rfc4271_s021_2_003|rfc4271_s010_3_1_001|rfc4271_s015_4_3_001,18|17|13,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0022,review_session_003,3,2,22,field_origin_attribute,DataField,origin_attribute,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_origin_attribute_01|extract_field_origin_attribute_02|extract_field_origin_attribute_03,rfc4271_s015_4_3_002|rfc4271_s024_6_001|rfc4271_s021_2_002,10|10|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0023,review_session_003,3,3,23,field_otc_attribute,DataField,otc_attribute,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc9234,cleaned/standards/rfc9234.md,parsed/standards/rfc9234.json,extract_field_otc_attribute_01|extract_field_otc_attribute_02|extract_field_otc_attribute_03,rfc9234_s018_8_001|rfc9234_s009_5_001|rfc9234_s014_2_001,9|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0024,review_session_003,3,4,24,field_path_attributes,DataField,path_attributes,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_path_attributes_01|extract_field_path_attributes_02|extract_field_path_attributes_03,rfc4271_s026_4_002|rfc4271_s010_3_1_001|rfc4271_s015_4_3_003,13|10|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0025,review_session_003,3,5,25,datasource_peeringdb,DataSource,PeeringDB,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,peeringdb_api_docs,cleaned/data_docs/peeringdb_api_docs.md,parsed/data_docs/peeringdb_api_docs.json,extract_datasource_peeringdb_01|extract_datasource_peeringdb_02|extract_datasource_peeringdb_03,peeringdb_api_docs_s002_paths_033|peeringdb_api_docs_s002_paths_106|peeringdb_api_docs_s002_paths_170,9|9|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0026,review_session_003,3,6,26,datasource_ripestat,DataSource,RIPEstat Data API,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,ripestat_api_docs|ripe_ris_docs,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/ripestat_api_docs.md,parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/ripestat_api_docs.json,extract_datasource_ripestat_01|extract_datasource_ripestat_02|extract_datasource_ripestat_03,ripestat_api_docs_s001_full_001|ripestat_api_docs_s001_full_003|ripestat_api_docs_s001_full_004,14|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0027,review_session_003,3,7,27,field_routeviews_endpoint,DataField,routeviews_endpoint,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,routeviews_api_doc,cleaned/data_docs/routeviews_api_doc.md,parsed/data_docs/routeviews_api_doc.json,extract_field_routeviews_endpoint_01|extract_field_routeviews_endpoint_02|extract_field_routeviews_endpoint_03,routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_019|routeviews_api_doc_s001_full_020,8|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0028,review_session_003,3,8,28,mechanism_rpki_to_router_delivery,RoutingMechanism,RPKI-to-Router Delivery,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc8210|rfc6480,cleaned/standards/rfc6480.md|cleaned/standards/rfc8210.md,parsed/standards/rfc6480.json|parsed/standards/rfc8210.json,extract_mechanism_rpki_to_router_delivery_01|extract_mechanism_rpki_to_router_delivery_02|extract_mechanism_rpki_to_router_delivery_03,rfc6480_s010_3_1_001|rfc6480_s012_4_001|rfc6480_s002_1_001,7|7|5,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0029,review_session_003,3,9,29,field_rpki_rtr_pdu,DataField,rpki_rtr_pdu,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc8210,cleaned/standards/rfc8210.md,parsed/standards/rfc8210.json,extract_field_rpki_rtr_pdu_01|extract_field_rpki_rtr_pdu_02|extract_field_rpki_rtr_pdu_03,rfc8210_s002_1_001|rfc8210_s013_5_5_001|rfc8210_s038_14_001,11|10|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0030,review_session_003,3,10,30,field_ris_rrc,DataField,rrc,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,ripe_ris_docs|ripe_ris_route_collectors|ripe_ris_raw_data,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/ripe_ris_raw_data.md|cleaned/data_docs/ripe_ris_route_collectors.md,parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/ripe_ris_raw_data.json|parsed/data_docs/ripe_ris_route_collectors.json,extract_field_ris_rrc_01|extract_field_ris_rrc_02|extract_field_ris_rrc_03,ripe_ris_raw_data_s001_full_001|ripe_ris_route_collectors_s001_full_001|ripe_ris_route_collectors_s001_full_003,10|10|10,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0031,review_session_004,4,1,31,field_vrp_asn,DataField,vrp_asn,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_field_vrp_asn_01|extract_field_vrp_asn_02|extract_field_vrp_asn_03,rfc6811_s003_2_001|rfc6811_s001_1_001|rfc6811_s001_1_002,10|8|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0032,review_session_004,4,2,32,field_vrp_max_length,DataField,vrp_max_length,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_field_vrp_max_length_01|extract_field_vrp_max_length_02|extract_field_vrp_max_length_03,rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s004_2_1_001,13|10|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0033,review_session_004,4,3,33,field_vrp_prefix,DataField,vrp_prefix,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_field_vrp_prefix_01|extract_field_vrp_prefix_02|extract_field_vrp_prefix_03,rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s003_2_003,12|9|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0034,review_session_004,4,4,34,field_withdrawn_routes,DataField,withdrawn_routes,01_ready_without_manual_note,ready_without_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_field_withdrawn_routes_01|extract_field_withdrawn_routes_02|extract_field_withdrawn_routes_03,rfc4271_s010_3_1_001|rfc4271_s059_9_001|rfc4271_s061_9_1_1_001,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0035,review_session_004,4,5,35,concept_announcement,BGPConcept,Announcement,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_announcement_01|extract_concept_announcement_02|extract_concept_announcement_03,context_2026_as_path_001|rfc4271_s005_1_001|rfc4271_s076_10_003,7|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0036,review_session_004,4,6,36,evidence_moas,EvidenceTemplate,anomaly_moas,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_evidence_moas_01|extract_evidence_moas_02|extract_evidence_moas_03,context_2026_route_leak_001|context_2026_as_path_001|rfc6811_s001_1_001,3|2|2,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0037,review_session_004,4,7,37,evidence_origin_change,EvidenceTemplate,anomaly_origin_change,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_evidence_origin_change_01|extract_evidence_origin_change_02|extract_evidence_origin_change_03,context_2026_route_leak_001|rfc6811_s001_1_001|rfc6811_s001_1_002,4|4|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
