session_item_id,session_id,session_order,within_session_order,global_review_order,entity_id,entity_type,display_name,review_batch,review_bucket,review_status,review_decision,application_status,queue_status,source_refs,cleaned_paths,parsed_paths,top_extract_ids,top_chunk_ids,top_match_scores,decision_input_path,next_step,needs_llm,generated_by
review_session_item_0038,review_session_004,4,8,38,evidence_path_hijack,EvidenceTemplate,anomaly_path_hijack,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,extract_evidence_path_hijack_01|extract_evidence_path_hijack_02|extract_evidence_path_hijack_03,bgpshield_2025_s007_page_7_002|bgpshield_2025_s005_page_5_001|bgpshield_2025_s010_page_10_002,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0039,review_session_004,4,9,39,evidence_path_manipulation,EvidenceTemplate,anomaly_path_manipulation,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,extract_evidence_path_manipulation_01|extract_evidence_path_manipulation_02|extract_evidence_path_manipulation_03,bgpshield_2025_s004_page_4_002|bgpshield_2025_s007_page_7_002|bgpshield_2025_s008_page_8_001,4|4|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0040,review_session_004,4,10,40,evidence_prefix_hijack,EvidenceTemplate,anomaly_prefix_hijack,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|bear_2025|context_2026,cleaned/papers/bear_2025.md|cleaned/standards/rfc6811.md,parsed/papers/bear_2025.json|parsed/standards/rfc6811.json,extract_evidence_prefix_hijack_01|extract_evidence_prefix_hijack_02|extract_evidence_prefix_hijack_03,bear_2025_s001_page_1_001|bear_2025_s001_page_1_003|bear_2025_s002_page_2_001,1|1|1,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0041,review_session_005,5,1,41,evidence_prefix_outage,EvidenceTemplate,anomaly_prefix_outage,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_evidence_prefix_outage_01|extract_evidence_prefix_outage_02|extract_evidence_prefix_outage_03,context_2026_route_leak_001|context_2026_as_path_001|context_2026_datasource_001,2|1|1,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0042,review_session_005,5,2,42,evidence_route_leak,EvidenceTemplate,anomaly_route_leak,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc7908|rfc9234|beam_2024|context_2026,cleaned/papers/beam_2024.md|cleaned/standards/rfc7908.md|cleaned/standards/rfc9234.md,parsed/papers/beam_2024.json|parsed/standards/rfc7908.json|parsed/standards/rfc9234.json,extract_evidence_route_leak_01|extract_evidence_route_leak_02|extract_evidence_route_leak_03,beam_2024_s002_page_2_003|beam_2024_s003_page_3_001|beam_2024_s003_page_3_002,1|1|1,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0043,review_session_005,5,3,43,evidence_subprefix_hijack,EvidenceTemplate,anomaly_subprefix_hijack,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_evidence_subprefix_hijack_01|extract_evidence_subprefix_hijack_02|extract_evidence_subprefix_hijack_03,context_2026_route_leak_001|context_2026_as_path_001|context_2026_datasource_001,2|1|1,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0044,review_session_005,5,4,44,concept_as,BGPConcept,AS,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_as_01|extract_concept_as_02|extract_concept_as_03,rfc4271_s009_3_002|rfc4271_s009_3_001|rfc4271_s015_4_3_001,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0045,review_session_005,5,5,45,concept_as_relationship,BGPConcept,AS Relationship,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,caida_as_relationships|rfc7908|context_2026,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,extract_concept_as_relationship_01|extract_concept_as_relationship_02|extract_concept_as_relationship_03,caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_007,9|9|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0046,review_session_005,5,6,46,fp_as_relationship_error,FalsePositivePattern,AS relationship inference error,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,caida_as_relationships|rfc7908|context_2026,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,extract_fp_as_relationship_error_01|extract_fp_as_relationship_error_02|extract_fp_as_relationship_error_03,caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_004,8|8|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0047,review_session_005,5,7,47,concept_as_path,BGPConcept,AS_PATH,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|bear_2025|context_2026,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json,extract_concept_as_path_01|extract_concept_as_path_02|extract_concept_as_path_03,bear_2025_s003_page_3_001|bear_2025_s004_page_4_001|bear_2025_s005_page_5_001,10|6|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0048,review_session_005,5,8,48,field_as_path,DataField,as_path,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|bear_2025|context_2026,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json,extract_field_as_path_01|extract_field_as_path_02|extract_field_as_path_03,bear_2025_s003_page_3_001|bear_2025_s004_page_4_001|bear_2025_s004_page_4_002,8|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0049,review_session_005,5,9,49,mechanism_as_path_prepending,RoutingMechanism,AS_PATH Prepending,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_mechanism_as_path_prepending_01|extract_mechanism_as_path_prepending_02|extract_mechanism_as_path_prepending_03,context_2026_as_path_001|rfc4271_s009_3_002|rfc4271_s026_4_002,9|6|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0050,review_session_005,5,10,50,field_as_relationship_sequence,DataField,as_relationship_sequence,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc7908|caida_as_relationships|context_2026,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,extract_field_as_relationship_sequence_01|extract_field_as_relationship_sequence_02|extract_field_as_relationship_sequence_03,caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_001,6|6|5,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0051,review_session_006,6,1,51,concept_asn,BGPConcept,ASN,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_asn_01|extract_concept_asn_02|extract_concept_asn_03,rfc4271_s064_9_1_2_2_001|context_2026_as_path_001|rfc4271_s029_5_1_2_001,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0052,review_session_006,6,2,52,paper_method_bear,PaperMethod,BEAR: BGP Event Analysis and Reporting,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,bear_2025|context_2026,cleaned/papers/bear_2025.md,parsed/papers/bear_2025.json,extract_paper_method_bear_01|extract_paper_method_bear_02|extract_paper_method_bear_03,bear_2025_s002_page_2_003|bear_2025_s002_page_2_002|bear_2025_s005_page_5_001,15|13|13,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0053,review_session_006,6,3,53,mechanism_before_after_path_comparison,RoutingMechanism,Before-after AS path comparison,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,bear_2025|context_2026,cleaned/papers/bear_2025.md,parsed/papers/bear_2025.json,extract_mechanism_before_after_path_comparison_01|extract_mechanism_before_after_path_comparison_02|extract_mechanism_before_after_path_comparison_03,bear_2025_s004_page_4_001|bear_2025_s004_page_4_003|bear_2025_s002_page_2_003,10|10|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0054,review_session_006,6,4,54,concept_bgp,BGPConcept,BGP,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_bgp_01|extract_concept_bgp_02|extract_concept_bgp_03,rfc4271_s006_1_1_002|rfc4271_s005_1_001|rfc4271_s009_3_001,13|12|11,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0055,review_session_006,6,5,55,concept_bgp_session,BGPConcept,BGP Session,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|ripe_ris_docs|context_2026,cleaned/data_docs/ripe_ris_docs.md|cleaned/standards/rfc4271.md,parsed/data_docs/ripe_ris_docs.json|parsed/standards/rfc4271.json,extract_concept_bgp_session_01|extract_concept_bgp_session_02|extract_concept_bgp_session_03,rfc4271_s046_10_001|rfc4271_s011_3_2_001|rfc4271_s047_8_1_1_001,8|6|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0056,review_session_006,6,6,56,concept_bgp_speaker,BGPConcept,BGP Speaker,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_bgp_speaker_01|extract_concept_bgp_speaker_02|extract_concept_bgp_speaker_03,rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s009_3_001,8|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0057,review_session_006,6,7,57,concept_bgp_update,BGPConcept,BGP Update,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|bgpstream_docs|context_2026,cleaned/data_docs/bgpstream_docs.md|cleaned/standards/rfc4271.md,parsed/data_docs/bgpstream_docs.json|parsed/standards/rfc4271.json,extract_concept_bgp_update_01|extract_concept_bgp_update_02|extract_concept_bgp_update_03,rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s076_10_003,8|8|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0058,review_session_006,6,8,58,paper_method_bgpshield,PaperMethod,BGPShield,02_ready_with_manual_note,ready_with_manual_note,pending,needs_semantic_review,blocked_by_llm,blocked_by_llm,bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md,parsed/papers/bgpshield_2025.json,extract_paper_method_bgpshield_01|extract_paper_method_bgpshield_02|extract_paper_method_bgpshield_03,bgpshield_2025_s004_page_4_003|bgpshield_2025_s013_page_13_003|bgpshield_2025_s003_page_3_002,14|11|10,review_inputs/human_review_decisions.csv,该项需要语义流程或 LLM，按当前规则跳过并保留记录。,True,scripts/build_human_review_session_queue.py
review_session_item_0059,review_session_006,6,9,59,concept_bgpstream,BGPConcept,BGPStream,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,bgpstream_docs|context_2026,cleaned/data_docs/bgpstream_docs.md,parsed/data_docs/bgpstream_docs.json,extract_concept_bgpstream_01|extract_concept_bgpstream_02|extract_concept_bgpstream_03,context_2026_datasource_001|bgpstream_docs_s001_full_001|context_2026_paper_bear_001,7|6|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0060,review_session_006,6,10,60,datasource_bgpstream,DataSource,BGPStream,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,bgpstream_docs|bear_2025|context_2026,cleaned/data_docs/bgpstream_docs.md|cleaned/papers/bear_2025.md,parsed/data_docs/bgpstream_docs.json|parsed/papers/bear_2025.json,extract_datasource_bgpstream_01|extract_datasource_bgpstream_02|extract_datasource_bgpstream_03,bear_2025_s004_page_4_001|bear_2025_s010_page_10_004|bear_2025_s003_page_3_001,12|9|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0061,review_session_007,7,1,61,datasource_caida_as_relationships,DataSource,CAIDA AS Relationships,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,caida_as_relationships|context_2026,cleaned/data_docs/caida_as_relationships.md,parsed/data_docs/caida_as_relationships.json,extract_datasource_caida_as_relationships_01|extract_datasource_caida_as_relationships_02|extract_datasource_caida_as_relationships_03,caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_013,12|12|12,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0062,review_session_007,7,2,62,case_celerbridge_bgp_hijack,Case,CelerBridge BGP Hijack,02_ready_with_manual_note,ready_with_manual_note,pending,needs_source,manual_followup,manual_followup,bgpshield_2025|context_2026,cleaned/papers/bgpshield_2025.md,parsed/papers/bgpshield_2025.json,extract_case_celerbridge_bgp_hijack_01|extract_case_celerbridge_bgp_hijack_02|extract_case_celerbridge_bgp_hijack_03,bgpshield_2025_s002_page_2_001|bgpshield_2025_s004_page_4_002|bgpshield_2025_s010_page_10_002,9|8|8,review_inputs/human_review_decisions.csv,补充来源或记录人工说明；不要自动批准。,False,scripts/build_human_review_session_queue.py
review_session_item_0063,review_session_007,7,3,63,field_collector,DataField,collector,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,routeviews_api_doc|ripe_ris_docs|bgpstream_docs|context_2026,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/routeviews_api_doc.md,parsed/data_docs/bgpstream_docs.json|parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/routeviews_api_doc.json,extract_field_collector_01|extract_field_collector_02|extract_field_collector_03,context_2026_datasource_001|routeviews_api_doc_s001_full_002|bgpstream_docs_s001_full_001,7|6|5,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0064,review_session_007,7,4,64,concept_customer_cone,BGPConcept,Customer Cone,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,caida_as_relationships|context_2026,cleaned/data_docs/caida_as_relationships.md,parsed/data_docs/caida_as_relationships.json,extract_concept_customer_cone_01|extract_concept_customer_cone_02|extract_concept_customer_cone_03,caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_008|caida_as_relationships_s001_full_012,16|15|15,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0065,review_session_007,7,5,65,concept_ebgp,BGPConcept,eBGP,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_ebgp_01|extract_concept_ebgp_02|extract_concept_ebgp_03,rfc4271_s009_3_003|rfc4271_s006_1_1_001|rfc4271_s030_5_1_3_002,10|8|8,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0066,review_session_007,7,6,66,case_facebook_2021_outage,Case,Facebook 2021 Outage,02_ready_with_manual_note,ready_with_manual_note,pending,needs_source,manual_followup,manual_followup,facebook_outage_cloudflare_2021|facebook_outage_meta_2021|context_2026,cleaned/cases/facebook_outage_cloudflare_2021.md|cleaned/cases/facebook_outage_meta_2021.md,parsed/cases/facebook_outage_cloudflare_2021.json|parsed/cases/facebook_outage_meta_2021.json,extract_case_facebook_2021_outage_01|extract_case_facebook_2021_outage_02|extract_case_facebook_2021_outage_03,facebook_outage_cloudflare_2021_s001_full_004|facebook_outage_cloudflare_2021_s001_full_008|facebook_outage_cloudflare_2021_s001_full_001,7|7|6,review_inputs/human_review_decisions.csv,补充来源或记录人工说明；不要自动批准。,False,scripts/build_human_review_session_queue.py
review_session_item_0067,review_session_007,7,7,67,concept_fib,BGPConcept,FIB,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_fib_01|extract_concept_fib_02|extract_concept_fib_03,rfc4271_s009_3_001|rfc4271_s005_1_001|rfc4271_s009_3_002,8|7|6,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0068,review_session_007,7,8,68,concept_ibgp,BGPConcept,iBGP,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc4271|context_2026,cleaned/standards/rfc4271.md,parsed/standards/rfc4271.json,extract_concept_ibgp_01|extract_concept_ibgp_02|extract_concept_ibgp_03,rfc4271_s006_1_1_002|rfc4271_s009_3_002|rfc4271_s009_3_003,11|9|9,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0069,review_session_007,7,9,69,case_indosat_route_leak,Case,Indosat Route Leak,02_ready_with_manual_note,ready_with_manual_note,pending,needs_source,manual_followup,manual_followup,indosat_route_leak_2014|context_2026,cleaned/cases/indosat_route_leak_2014.md,parsed/cases/indosat_route_leak_2014.json,extract_case_indosat_route_leak_01|extract_case_indosat_route_leak_02|extract_case_indosat_route_leak_03,context_2026_route_leak_001|indosat_route_leak_2014_s001_full_002|indosat_route_leak_2014_s001_full_003,7|5|5,review_inputs/human_review_decisions.csv,补充来源或记录人工说明；不要自动批准。,False,scripts/build_human_review_session_queue.py
review_session_item_0070,review_session_007,7,10,70,concept_irr,BGPConcept,IRR,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc2622|context_2026,cleaned/standards/rfc2622.md,parsed/standards/rfc2622.json,extract_concept_irr_01|extract_concept_irr_02|extract_concept_irr_03,rfc2622_s014_1_002|context_2026_as_path_001|rfc2622_s016_3_001,10|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0071,review_session_008,8,1,71,paper_method_beam,PaperMethod,Learning with Semantics / BEAM,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,beam_2024|context_2026,cleaned/papers/beam_2024.md,parsed/papers/beam_2024.json,extract_paper_method_beam_01|extract_paper_method_beam_02|extract_paper_method_beam_03,beam_2024_s004_page_4_002|beam_2024_s005_page_5_001|beam_2024_s015_page_15_002,12|12|12,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0072,review_session_008,8,2,72,fp_legitimate_moas,FalsePositivePattern,Legitimate MOAS,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_fp_legitimate_moas_01|extract_fp_legitimate_moas_02|extract_fp_legitimate_moas_03,context_2026_route_leak_001|rfc6811_s001_1_002|context_2026_as_path_001,5|5|4,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0073,review_session_008,8,3,73,anomaly_moas,AnomalyType,MOAS,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_anomaly_moas_01|extract_anomaly_moas_02|extract_anomaly_moas_03,rfc6811_s001_1_002|rfc6811_s001_1_003|context_2026_as_path_001,7|6|5,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
review_session_item_0074,review_session_008,8,4,74,concept_moas,BGPConcept,MOAS,02_ready_with_manual_note,ready_with_manual_note,approved,approved,ready_to_apply,ready_to_apply,rfc6811|context_2026,cleaned/standards/rfc6811.md,parsed/standards/rfc6811.json,extract_concept_moas_01|extract_concept_moas_02|extract_concept_moas_03,rfc6811_s003_2_003|rfc6811_s001_1_002|rfc6811_s003_2_001,8|7|7,review_inputs/human_review_decisions.csv,显式运行 scripts/apply_human_review_decisions.py 前，人工再次确认该决策。,False,scripts/build_human_review_session_queue.py
