workbook_id,review_order,review_batch,priority,entity_id,entity_type,display_name,review_status,review_bucket,review_decision,source_refs,source_paths,parsed_paths,cleaned_paths,chunk_sample_ids,related_packet_id,related_action_id,needs_llm,llm_skip_reason,decision_instructions,generated_by
review_workbook_field_aggregator,1,01_ready_without_manual_note,3,field_aggregator,DataField,aggregator,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s021_2_001|rfc4271_s021_2_002|rfc4271_s026_4_002|rfc4271_s076_10_003|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s012_4_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002,packet_field_aggregator,action_entity_review_field_aggregator,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_datasource_aspa,2,01_ready_without_manual_note,3,datasource_aspa,DataSource,ASPA,approved,ready_without_manual_note,unreviewed,arin_aspa_doc|ripe_aspa_doc|rfc6480,raw/data_docs/arin_aspa_doc.html|raw/data_docs/ripe_aspa_doc.html|raw/standards/rfc6480.txt,parsed/data_docs/arin_aspa_doc.json|parsed/data_docs/ripe_aspa_doc.json|parsed/standards/rfc6480.json,cleaned/data_docs/arin_aspa_doc.md|cleaned/data_docs/ripe_aspa_doc.md|cleaned/standards/rfc6480.md,arin_aspa_doc_s001_full_001|arin_aspa_doc_s001_full_002|arin_aspa_doc_s001_full_003|arin_aspa_doc_s001_full_004|arin_aspa_doc_s001_full_005|rfc6480_s002_1_001|rfc6480_s002_1_002|rfc6480_s002_1_003|rfc6480_s003_1_1_001|rfc6480_s004_2_001|rfc6480_s004_2_002|rfc6480_s005_2_1_001,packet_datasource_aspa,action_entity_review_datasource_aspa,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_mechanism_aspa_path_verification,3,01_ready_without_manual_note,3,mechanism_aspa_path_verification,RoutingMechanism,ASPA Path Verification,approved,ready_without_manual_note,unreviewed,arin_aspa_doc|ripe_aspa_doc,raw/data_docs/arin_aspa_doc.html|raw/data_docs/ripe_aspa_doc.html,parsed/data_docs/arin_aspa_doc.json|parsed/data_docs/ripe_aspa_doc.json,cleaned/data_docs/arin_aspa_doc.md|cleaned/data_docs/ripe_aspa_doc.md,arin_aspa_doc_s001_full_001|arin_aspa_doc_s001_full_004|arin_aspa_doc_s001_full_002|arin_aspa_doc_s001_full_003|arin_aspa_doc_s001_full_005|ripe_aspa_doc_s001_full_007|ripe_aspa_doc_s001_full_008|ripe_aspa_doc_s001_full_010|ripe_aspa_doc_s001_full_009|ripe_aspa_doc_s001_full_001|ripe_aspa_doc_s001_full_006|ripe_aspa_doc_s001_full_002,packet_mechanism_aspa_path_verification,action_entity_review_mechanism_aspa_path_verification,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_asrank_rank,4,01_ready_without_manual_note,3,field_asrank_rank,DataField,asrank_rank,approved,ready_without_manual_note,unreviewed,caida_asrank_api,raw/data_docs/caida_asrank_api.html,parsed/data_docs/caida_asrank_api.json,cleaned/data_docs/caida_asrank_api.md,caida_asrank_api_s001_full_002|caida_asrank_api_s001_full_001|caida_asrank_api_s001_full_005|caida_asrank_api_s001_full_006|caida_asrank_api_s001_full_003|caida_asrank_api_s001_full_004|caida_asrank_api_s001_full_007,packet_field_asrank_rank,action_entity_review_field_asrank_rank,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_asrank_relationship,5,01_ready_without_manual_note,3,field_asrank_relationship,DataField,asrank_relationship,approved,ready_without_manual_note,unreviewed,caida_asrank_api|caida_as_relationships,raw/data_docs/caida_as_relationships.html|raw/data_docs/caida_asrank_api.html,parsed/data_docs/caida_as_relationships.json|parsed/data_docs/caida_asrank_api.json,cleaned/data_docs/caida_as_relationships.md|cleaned/data_docs/caida_asrank_api.md,caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_012,packet_field_asrank_relationship,action_entity_review_field_asrank_relationship,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_atomic_aggregate,6,01_ready_without_manual_note,3,field_atomic_aggregate,DataField,atomic_aggregate,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s021_2_001|rfc4271_s026_4_002|rfc4271_s076_10_003|rfc4271_s033_5_1_6_001|rfc4271_s066_9_1_4_002|rfc4271_s073_9_2_2_2_003|rfc4271_s076_10_002|rfc4271_s081_6_008|rfc4271_s021_2_002|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s012_4_001,packet_field_atomic_aggregate,action_entity_review_field_atomic_aggregate,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_mechanism_bgp_decision_process,7,01_ready_without_manual_note,3,mechanism_bgp_decision_process,RoutingMechanism,BGP Decision Process,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s060_9_1_001|rfc4271_s031_5_1_4_001|rfc4271_s021_2_001|rfc4271_s062_9_1_2_001|rfc4271_s073_9_2_2_2_001|rfc4271_s006_1_1_002|rfc4271_s011_3_2_001|rfc4271_s061_9_1_1_001|rfc4271_s063_9_1_2_1_001|rfc4271_s064_9_1_2_2_003|rfc4271_s065_9_1_3_001|rfc4271_s066_9_1_4_001,packet_mechanism_bgp_decision_process,action_entity_review_mechanism_bgp_decision_process,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_mechanism_rib_model,8,01_ready_without_manual_note,3,mechanism_rib_model,RoutingMechanism,BGP RIB Model,approved,ready_without_manual_note,unreviewed,rfc4271|ripe_ris_raw_data|routeviews_archive_index,raw/data_docs/ripe_ris_raw_data.html|raw/data_docs/routeviews_archive_index.html|raw/standards/rfc4271.txt,parsed/data_docs/ripe_ris_raw_data.json|parsed/data_docs/routeviews_archive_index.json|parsed/standards/rfc4271.json,cleaned/data_docs/ripe_ris_raw_data.md|cleaned/data_docs/routeviews_archive_index.md|cleaned/standards/rfc4271.md,rfc4271_s009_3_003|rfc4271_s010_3_1_001|rfc4271_s011_3_2_001|rfc4271_s048_8_1_2_001|rfc4271_s058_8_2_2_010|rfc4271_s081_6_003|rfc4271_s081_6_006|rfc4271_s026_4_002|rfc4271_s031_5_1_4_001|rfc4271_s073_9_2_2_2_002|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002,packet_mechanism_rib_model,action_entity_review_mechanism_rib_model,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_mechanism_route_leak_roles_otc,9,01_ready_without_manual_note,3,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,approved,ready_without_manual_note,unreviewed,rfc9234,raw/standards/rfc9234.txt,parsed/standards/rfc9234.json,cleaned/standards/rfc9234.md,rfc9234_s018_8_001|rfc9234_s016_6_001|rfc9234_s008_4_2_002|rfc9234_s014_2_001|rfc9234_s015_4_001|rfc9234_s002_1_001|rfc9234_s005_3_1_001|rfc9234_s005_3_1_002|rfc9234_s006_4_001|rfc9234_s008_4_2_001|rfc9234_s009_5_001|rfc9234_s002_1_002,packet_mechanism_route_leak_roles_otc,action_entity_review_mechanism_route_leak_roles_otc,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_mechanism_update_withdrawal,10,01_ready_without_manual_note,3,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,approved,ready_without_manual_note,unreviewed,rfc4271|ripe_ris_raw_data|bgpstream_docs,raw/data_docs/ripe_ris_raw_data.html|raw/standards/rfc4271.txt|raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json|parsed/data_docs/ripe_ris_raw_data.json|parsed/standards/rfc4271.json,cleaned/data_docs/bgpstream_docs.md|cleaned/data_docs/ripe_ris_raw_data.md|cleaned/standards/rfc4271.md,bgpstream_docs_s001_full_001|rfc4271_s010_3_1_001|rfc4271_s059_9_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s009_3_003|rfc4271_s026_4_002|rfc4271_s069_9_2_1_1_001|rfc4271_s031_5_1_4_001|rfc4271_s022_4_4_001|rfc4271_s048_8_1_2_001|rfc4271_s058_8_2_2_010,packet_mechanism_update_withdrawal,action_entity_review_mechanism_update_withdrawal,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_bgp_identifier,11,01_ready_without_manual_note,3,field_bgp_identifier,DataField,bgp_identifier,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s014_4_2_001|rfc4271_s014_4_2_002|rfc4271_s021_2_002|rfc4271_s024_6_001|rfc4271_s037_6_2_001|rfc4271_s081_6_009|rfc4271_s006_1_1_001|rfc4271_s034_5_1_7_001|rfc4271_s043_6_8_001|rfc4271_s043_6_8_002|rfc4271_s052_8_2_1_001|rfc4271_s076_10_002,packet_field_bgp_identifier,action_entity_review_field_bgp_identifier,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_bgp_role,12,01_ready_without_manual_note,3,field_bgp_role,DataField,bgp_role,approved,ready_without_manual_note,unreviewed,rfc9234,raw/standards/rfc9234.txt,parsed/standards/rfc9234.json,cleaned/standards/rfc9234.md,rfc9234_s002_1_001|rfc9234_s005_3_1_001|rfc9234_s006_4_001|rfc9234_s007_4_1_001|rfc9234_s008_4_2_001|rfc9234_s008_4_2_002|rfc9234_s015_4_001|rfc9234_s016_6_001|rfc9234_s017_7_001|rfc9234_s018_8_001|rfc9234_s002_1_002|rfc9234_s003_2_001,packet_field_bgp_role,action_entity_review_field_bgp_role,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_mechanism_bgpsec_path_validation,13,01_ready_without_manual_note,3,mechanism_bgpsec_path_validation,RoutingMechanism,BGPsec Path Validation,approved,ready_without_manual_note,unreviewed,rfc8205|rfc6480,raw/standards/rfc6480.txt|raw/standards/rfc8205.txt,parsed/standards/rfc6480.json|parsed/standards/rfc8205.json,cleaned/standards/rfc6480.md|cleaned/standards/rfc8205.md,rfc6480_s007_2_3_001|rfc6480_s012_4_001|rfc6480_s002_1_003|rfc6480_s005_2_1_002|rfc6480_s008_2_4_001|rfc6480_s010_3_1_001|rfc6480_s015_4_3_001|rfc6480_s016_4_4_001|rfc6480_s035_8_001|rfc6480_s039_11_2_001|rfc6480_s026_7_2_001|rfc6480_s002_1_001,packet_mechanism_bgpsec_path_validation,action_entity_review_mechanism_bgpsec_path_validation,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_datasource_caida_asrank,14,01_ready_without_manual_note,3,datasource_caida_asrank,DataSource,CAIDA ASRank,approved,ready_without_manual_note,unreviewed,caida_asrank_api|caida_as_relationships,raw/data_docs/caida_as_relationships.html|raw/data_docs/caida_asrank_api.html,parsed/data_docs/caida_as_relationships.json|parsed/data_docs/caida_asrank_api.json,cleaned/data_docs/caida_as_relationships.md|cleaned/data_docs/caida_asrank_api.md,caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_008,packet_datasource_caida_asrank,action_entity_review_datasource_caida_asrank,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_customer_cone_asns,15,01_ready_without_manual_note,3,field_customer_cone_asns,DataField,customer_cone_asns,approved,ready_without_manual_note,unreviewed,caida_asrank_api|caida_as_relationships,raw/data_docs/caida_as_relationships.html|raw/data_docs/caida_asrank_api.html,parsed/data_docs/caida_as_relationships.json|parsed/data_docs/caida_asrank_api.json,cleaned/data_docs/caida_as_relationships.md|cleaned/data_docs/caida_asrank_api.md,caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_008|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_001,packet_field_customer_cone_asns,action_entity_review_field_customer_cone_asns,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_hold_time,16,01_ready_without_manual_note,3,field_hold_time,DataField,hold_time,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s014_4_2_001|rfc4271_s024_6_001|rfc4271_s037_6_2_001|rfc4271_s040_6_5_001|rfc4271_s058_8_2_2_009|rfc4271_s058_8_2_2_010|rfc4271_s076_10_004|rfc4271_s081_6_009|rfc4271_s022_4_4_001|rfc4271_s058_8_2_2_004|rfc4271_s058_8_2_2_006|rfc4271_s058_8_2_2_007,packet_field_hold_time,action_entity_review_field_hold_time,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_local_pref,17,01_ready_without_manual_note,3,field_local_pref,DataField,local_pref,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s021_2_001|rfc4271_s026_4_002|rfc4271_s076_10_003|rfc4271_s006_1_1_002|rfc4271_s032_5_1_5_001|rfc4271_s038_6_3_003|rfc4271_s059_9_001|rfc4271_s061_9_1_1_001|rfc4271_s081_6_001|rfc4271_s081_6_008|rfc4271_s010_3_1_001|rfc4271_s014_4_2_002,packet_field_local_pref,action_entity_review_field_local_pref,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_med,18,01_ready_without_manual_note,3,field_med,DataField,med,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s021_2_002|rfc4271_s023_4_5_001|rfc4271_s024_6_001|rfc4271_s038_6_3_001|rfc4271_s038_6_3_002|rfc4271_s038_6_3_003|rfc4271_s058_8_2_2_009|rfc4271_s076_10_003|rfc4271_s081_6_009|rfc4271_s006_1_1_002|rfc4271_s008_2_001|rfc4271_s009_3_003,packet_field_med,action_entity_review_field_med,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_mrt_file_type,19,01_ready_without_manual_note,3,field_mrt_file_type,DataField,mrt_file_type,approved,ready_without_manual_note,unreviewed,ripe_ris_raw_data|routeviews_archive_index,raw/data_docs/ripe_ris_raw_data.html|raw/data_docs/routeviews_archive_index.html,parsed/data_docs/ripe_ris_raw_data.json|parsed/data_docs/routeviews_archive_index.json,cleaned/data_docs/ripe_ris_raw_data.md|cleaned/data_docs/routeviews_archive_index.md,ripe_ris_raw_data_s001_full_001|ripe_ris_raw_data_s001_full_002|routeviews_archive_index_s001_full_001|routeviews_archive_index_s001_full_004|routeviews_archive_index_s001_full_002|routeviews_archive_index_s001_full_003|routeviews_archive_index_s001_full_005,packet_field_mrt_file_type,action_entity_review_field_mrt_file_type,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_next_hop,20,01_ready_without_manual_note,3,field_next_hop,DataField,next_hop,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s021_2_001|rfc4271_s024_6_001|rfc4271_s026_4_002|rfc4271_s038_6_3_002|rfc4271_s076_10_003|rfc4271_s076_10_004|rfc4271_s081_6_009|rfc4271_s011_3_2_001|rfc4271_s011_3_2_002|rfc4271_s030_5_1_3_001|rfc4271_s030_5_1_3_002|rfc4271_s030_5_1_3_003,packet_field_next_hop,action_entity_review_field_next_hop,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_nlri,21,01_ready_without_manual_note,3,field_nlri,DataField,nlri,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s021_2_003|rfc4271_s026_4_002|rfc4271_s038_6_3_003|rfc4271_s059_9_001|rfc4271_s012_4_001|rfc4271_s013_4_1_001|rfc4271_s014_4_2_001|rfc4271_s014_4_2_002|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002,packet_field_nlri,action_entity_review_field_nlri,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_origin_attribute,22,01_ready_without_manual_note,3,field_origin_attribute,DataField,origin_attribute,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s024_6_001|rfc4271_s038_6_3_001|rfc4271_s081_6_009|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002|rfc4271_s015_4_3_003|rfc4271_s019_2_001|rfc4271_s021_2_001|rfc4271_s021_2_002|rfc4271_s021_2_003,packet_field_origin_attribute,action_entity_review_field_origin_attribute,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_otc_attribute,23,01_ready_without_manual_note,3,field_otc_attribute,DataField,otc_attribute,approved,ready_without_manual_note,unreviewed,rfc9234,raw/standards/rfc9234.txt,parsed/standards/rfc9234.json,cleaned/standards/rfc9234.md,rfc9234_s005_3_1_002|rfc9234_s009_5_001|rfc9234_s014_2_001|rfc9234_s015_4_001|rfc9234_s016_6_001|rfc9234_s018_8_001|rfc9234_s018_8_002|rfc9234_s002_1_002|rfc9234_s008_4_2_002|rfc9234_s021_9_2_001|rfc9234_s002_1_001|rfc9234_s003_2_001,packet_field_otc_attribute,action_entity_review_field_otc_attribute,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_path_attributes,24,01_ready_without_manual_note,3,field_path_attributes,DataField,path_attributes,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s006_1_1_002|rfc4271_s010_3_1_001|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002|rfc4271_s021_2_002|rfc4271_s021_2_003|rfc4271_s026_4_002|rfc4271_s038_6_3_003|rfc4271_s081_6_001|rfc4271_s015_4_3_003|rfc4271_s038_6_3_001|rfc4271_s047_8_1_1_004,packet_field_path_attributes,action_entity_review_field_path_attributes,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_datasource_peeringdb,25,01_ready_without_manual_note,3,datasource_peeringdb,DataSource,PeeringDB,approved,ready_without_manual_note,unreviewed,peeringdb_api_docs,raw/data_docs/peeringdb_api_docs.yaml,parsed/data_docs/peeringdb_api_docs.json,cleaned/data_docs/peeringdb_api_docs.md,peeringdb_api_docs_s002_paths_004|peeringdb_api_docs_s002_paths_011|peeringdb_api_docs_s002_paths_012|peeringdb_api_docs_s002_paths_018|peeringdb_api_docs_s002_paths_033|peeringdb_api_docs_s002_paths_072|peeringdb_api_docs_s002_paths_080|peeringdb_api_docs_s002_paths_096|peeringdb_api_docs_s002_paths_106|peeringdb_api_docs_s002_paths_153|peeringdb_api_docs_s002_paths_170|peeringdb_api_docs_s002_paths_197,packet_datasource_peeringdb,action_entity_review_datasource_peeringdb,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_datasource_ripestat,26,01_ready_without_manual_note,3,datasource_ripestat,DataSource,RIPEstat Data API,approved,ready_without_manual_note,unreviewed,ripestat_api_docs|ripe_ris_docs,raw/data_docs/ripe_ris_docs.html|raw/data_docs/ripestat_api_docs.html,parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/ripestat_api_docs.json,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/ripestat_api_docs.md,ripe_ris_docs_s001_full_001|ripestat_api_docs_s001_full_001|ripestat_api_docs_s001_full_006|ripestat_api_docs_s001_full_002|ripestat_api_docs_s001_full_003|ripestat_api_docs_s001_full_004|ripestat_api_docs_s001_full_005,packet_datasource_ripestat,action_entity_review_datasource_ripestat,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_routeviews_endpoint,27,01_ready_without_manual_note,3,field_routeviews_endpoint,DataField,routeviews_endpoint,approved,ready_without_manual_note,unreviewed,routeviews_api_doc,raw/data_docs/routeviews_api_doc.html,parsed/data_docs/routeviews_api_doc.json,cleaned/data_docs/routeviews_api_doc.md,routeviews_api_doc_s001_full_020|routeviews_api_doc_s001_full_003|routeviews_api_doc_s001_full_004|routeviews_api_doc_s001_full_011|routeviews_api_doc_s001_full_016|routeviews_api_doc_s001_full_017|routeviews_api_doc_s001_full_019|routeviews_api_doc_s001_full_001|routeviews_api_doc_s001_full_002|routeviews_api_doc_s001_full_005|routeviews_api_doc_s001_full_006|routeviews_api_doc_s001_full_007,packet_field_routeviews_endpoint,action_entity_review_field_routeviews_endpoint,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
