action_id,action_order,priority,action_type,status,scope_id,entity_id,entity_type,display_name,review_bucket,source_refs,related_dataset,blocking_reason,suggested_action,needs_llm,skip_reason,generated_by
action_entity_review_concept_bgp_update,57,4,entity_human_review,open,concept_bgp_update,concept_bgp_update,BGPConcept,BGP Update,ready_with_manual_note,rfc4271|bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_paper_method_bgpshield,58,4,entity_human_review,open,paper_method_bgpshield,paper_method_bgpshield,PaperMethod,BGPShield,ready_with_manual_note,bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_bgpstream,59,4,entity_human_review,open,concept_bgpstream,concept_bgpstream,BGPConcept,BGPStream,ready_with_manual_note,bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_datasource_bgpstream,60,4,entity_human_review,open,datasource_bgpstream,datasource_bgpstream,DataSource,BGPStream,ready_with_manual_note,bgpstream_docs|bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_datasource_caida_as_relationships,61,4,entity_human_review,open,datasource_caida_as_relationships,datasource_caida_as_relationships,DataSource,CAIDA AS Relationships,ready_with_manual_note,caida_as_relationships|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_case_celerbridge_bgp_hijack,62,4,entity_human_review,open,case_celerbridge_bgp_hijack,case_celerbridge_bgp_hijack,Case,CelerBridge BGP Hijack,ready_with_manual_note,bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_collector,63,4,entity_human_review,open,field_collector,field_collector,DataField,collector,ready_with_manual_note,routeviews_api_doc|ripe_ris_docs|bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_customer_cone,64,4,entity_human_review,open,concept_customer_cone,concept_customer_cone,BGPConcept,Customer Cone,ready_with_manual_note,caida_as_relationships|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_ebgp,65,4,entity_human_review,open,concept_ebgp,concept_ebgp,BGPConcept,eBGP,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_case_facebook_2021_outage,66,4,entity_human_review,open,case_facebook_2021_outage,case_facebook_2021_outage,Case,Facebook 2021 Outage,ready_with_manual_note,facebook_outage_cloudflare_2021|facebook_outage_meta_2021|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_fib,67,4,entity_human_review,open,concept_fib,concept_fib,BGPConcept,FIB,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_ibgp,68,4,entity_human_review,open,concept_ibgp,concept_ibgp,BGPConcept,iBGP,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_case_indosat_route_leak,69,4,entity_human_review,open,case_indosat_route_leak,case_indosat_route_leak,Case,Indosat Route Leak,ready_with_manual_note,indosat_route_leak_2014|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_irr,70,4,entity_human_review,open,concept_irr,concept_irr,BGPConcept,IRR,ready_with_manual_note,rfc2622|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_paper_method_beam,71,4,entity_human_review,open,paper_method_beam,paper_method_beam,PaperMethod,Learning with Semantics / BEAM,ready_with_manual_note,beam_2024|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_fp_legitimate_moas,72,4,entity_human_review,open,fp_legitimate_moas,fp_legitimate_moas,FalsePositivePattern,Legitimate MOAS,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_moas,73,4,entity_human_review,open,anomaly_moas,anomaly_moas,AnomalyType,MOAS,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_moas,74,4,entity_human_review,open,concept_moas,concept_moas,BGPConcept,MOAS,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_mrt,75,4,entity_human_review,open,concept_mrt,concept_mrt,BGPConcept,MRT,ready_with_manual_note,ripe_ris_docs|bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_origin_as,76,4,entity_human_review,open,concept_origin_as,concept_origin_as,BGPConcept,Origin AS,ready_with_manual_note,rfc4271|rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_origin_change,77,4,entity_human_review,open,anomaly_origin_change,anomaly_origin_change,AnomalyType,Origin Change,ready_with_manual_note,rfc6811|bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_origin_as,78,4,entity_human_review,open,field_origin_as,field_origin_as,DataField,origin_as,ready_with_manual_note,rfc4271|rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_case_pakistan_youtube_2008,79,4,entity_human_review,open,case_pakistan_youtube_2008,case_pakistan_youtube_2008,Case,Pakistan Telecom / YouTube Hijack,ready_with_manual_note,youtube_hijack_google_2008|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_path_hijack,80,4,entity_human_review,open,anomaly_path_hijack,anomaly_path_hijack,AnomalyType,Path Hijack,ready_with_manual_note,rfc4271|bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_path_manipulation,81,4,entity_human_review,open,anomaly_path_manipulation,anomaly_path_manipulation,AnomalyType,Path Manipulation,ready_with_manual_note,rfc4271|bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_mechanism_path_vector,82,4,entity_human_review,open,mechanism_path_vector,mechanism_path_vector,RoutingMechanism,Path-vector routing,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_peer,83,4,entity_human_review,open,concept_peer,concept_peer,BGPConcept,Peer,ready_with_manual_note,routeviews_api_doc|ripe_ris_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_peer_asn,84,4,entity_human_review,open,field_peer_asn,field_peer_asn,DataField,peer_asn,ready_with_manual_note,routeviews_api_doc|ripe_ris_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_prefix,85,4,entity_human_review,open,concept_prefix,concept_prefix,BGPConcept,Prefix,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_prefix,86,4,entity_human_review,open,field_prefix,field_prefix,DataField,prefix,ready_with_manual_note,rfc4271|rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_prefix_hijack,87,4,entity_human_review,open,anomaly_prefix_hijack,anomaly_prefix_hijack,AnomalyType,Prefix Hijack,ready_with_manual_note,rfc4271|rfc6811|bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_prefix_outage,88,4,entity_human_review,open,anomaly_prefix_outage,anomaly_prefix_outage,AnomalyType,Prefix Outage,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_rib,89,4,entity_human_review,open,concept_rib,concept_rib,BGPConcept,RIB,ready_with_manual_note,rfc4271|routeviews_api_doc|bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_ripe_ris,90,4,entity_human_review,open,concept_ripe_ris,concept_ripe_ris,BGPConcept,RIPE RIS,ready_with_manual_note,ripe_ris_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_datasource_ripe_ris,91,4,entity_human_review,open,datasource_ripe_ris,datasource_ripe_ris,DataSource,RIPE RIS,ready_with_manual_note,ripe_ris_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_roa,92,4,entity_human_review,open,concept_roa,concept_roa,BGPConcept,ROA,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_roa_status,93,4,entity_human_review,open,field_roa_status,field_roa_status,DataField,roa_status,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_route_collector,94,4,entity_human_review,open,concept_route_collector,concept_route_collector,BGPConcept,Route Collector,ready_with_manual_note,routeviews_api_doc|ripe_ris_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_route_leak,95,4,entity_human_review,open,anomaly_route_leak,anomaly_route_leak,AnomalyType,Route Leak,ready_with_manual_note,rfc7908|rfc9234|beam_2024|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_mechanism_route_origin_validation,96,4,entity_human_review,open,mechanism_route_origin_validation,mechanism_route_origin_validation,RoutingMechanism,Route Origin Validation,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_routeviews,97,4,entity_human_review,open,concept_routeviews,concept_routeviews,BGPConcept,RouteViews,ready_with_manual_note,routeviews_api_doc|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_datasource_routeviews,98,4,entity_human_review,open,datasource_routeviews,datasource_routeviews,DataSource,RouteViews,ready_with_manual_note,routeviews_api_doc|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_rov,99,4,entity_human_review,open,concept_rov,concept_rov,BGPConcept,ROV,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_rpki,100,4,entity_human_review,open,concept_rpki,concept_rpki,BGPConcept,RPKI,ready_with_manual_note,rfc6811|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_datasource_rpki_roa,101,4,entity_human_review,open,datasource_rpki_roa,datasource_rpki_roa,DataSource,RPKI / ROA,ready_with_manual_note,rfc6811|routeviews_api_doc|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_fp_short_route_flap,102,4,entity_human_review,open,fp_short_route_flap,fp_short_route_flap,FalsePositivePattern,Short route flap,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_fp_single_collector_bias,103,4,entity_human_review,open,fp_single_collector_bias,fp_single_collector_bias,FalsePositivePattern,Single collector bias,ready_with_manual_note,routeviews_api_doc|ripe_ris_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_anomaly_subprefix_hijack,104,4,entity_human_review,open,anomaly_subprefix_hijack,anomaly_subprefix_hijack,AnomalyType,Subprefix Hijack,ready_with_manual_note,rfc6811|bear_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_timestamp,105,4,entity_human_review,open,field_timestamp,field_timestamp,DataField,timestamp,ready_with_manual_note,bgpstream_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_field_update_type,106,4,entity_human_review,open,field_update_type,field_update_type,DataField,update_type,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_valley_free,107,4,entity_human_review,open,concept_valley_free,concept_valley_free,BGPConcept,Valley-free,ready_with_manual_note,rfc7908|caida_as_relationships|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_mechanism_valley_free,108,4,entity_human_review,open,mechanism_valley_free,mechanism_valley_free,RoutingMechanism,Valley-free Routing,ready_with_manual_note,rfc7908|caida_as_relationships|beam_2024|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_vantage_point,109,4,entity_human_review,open,concept_vantage_point,concept_vantage_point,BGPConcept,Vantage Point,ready_with_manual_note,ripe_ris_docs|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_case_vodafone_2021_route_leak,110,4,entity_human_review,open,case_vodafone_2021_route_leak,case_vodafone_2021_route_leak,Case,Vodafone Idea AS55410 Route Leak,ready_with_manual_note,bgpshield_2025|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_whois_rdap,111,4,entity_human_review,open,concept_whois_rdap,concept_whois_rdap,BGPConcept,WHOIS / RDAP,ready_with_manual_note,rfc3912|rfc9082|rfc9083|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_entity_review_concept_withdrawal,112,4,entity_human_review,open,concept_withdrawal,concept_withdrawal,BGPConcept,Withdrawal,ready_with_manual_note,rfc4271|context_2026,datasets/entity_review_packets.jsonl,实体仍为 pending，需要人工打开证据路径核验。,人工核验非 manual_note 来源；context_2026 只作为范围提示，不作为单独批准依据。,False,,scripts/build_next_action_queue.py
action_skipped_paper_method_expansion,113,90,semantic_task_skipped,skipped_by_policy,paper_method_target_gap,,PaperMethod,PaperMethod 目标缺口,semantic_skip,,entities/papers.jsonl,PaperMethod 当前 3 条，目标 5 条。,明确允许语义流程后，再从论文正文扩展结构化方法。,True,从论文正文扩展结构化方法需要语义判断或 LLM 介入，按用户要求跳过。,scripts/build_next_action_queue.py
action_skipped_case_semantic_review,114,91,semantic_task_skipped,skipped_by_policy,case_observation_semantic_review,,CaseObservation,案例观察值语义核验,semantic_skip,,datasets/case_observations.jsonl,案例观察值已有 148 条，但事件角色、证据强度和影响范围需要语义判断。,明确允许语义流程后，再决定是否写入 entities/cases.jsonl 或扩展案例字段。,True,事件角色、证据强度和影响范围判断需要语义流程或 LLM 介入，按用户要求跳过。,scripts/build_next_action_queue.py
